"split","class","output_image","output_label","source_image","random_seed"
"train","meteor","train/images/uaemmn_pos_train_000275.jpg","train/labels/uaemmn_pos_train_000275.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220214_205228_Liwa_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000276.jpg","train/labels/uaemmn_pos_train_000276.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190917_032504_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000277.jpg","train/labels/uaemmn_pos_train_000277.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191027_185729_Home_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000278.jpg","train/labels/uaemmn_pos_train_000278.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200101_023722_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000279.jpg","train/labels/uaemmn_pos_train_000279.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220109_013444_YAHER_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000280.jpg","train/labels/uaemmn_pos_train_000280.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_223639_Liwa_C09P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000281.jpg","train/labels/uaemmn_pos_train_000281.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220909_035116_YAHER_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000282.jpg","train/labels/uaemmn_pos_train_000282.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191127_050827_SCASS_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000283.jpg","train/labels/uaemmn_pos_train_000283.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220221_053852_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000284.jpg","train/labels/uaemmn_pos_train_000284.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190930_031146_SCASS_C6S.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000285.jpg","train/labels/uaemmn_pos_train_000285.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_023403_Home_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000286.jpg","train/labels/uaemmn_pos_train_000286.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_040037_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000287.jpg","train/labels/uaemmn_pos_train_000287.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191112_000739_SCASS_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000288.jpg","train/labels/uaemmn_pos_train_000288.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191010_225809_Home_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000289.jpg","train/labels/uaemmn_pos_train_000289.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200122_024720_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000290.jpg","train/labels/uaemmn_pos_train_000290.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191110_030900_SCASS_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000291.jpg","train/labels/uaemmn_pos_train_000291.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211203_054219_Home_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000292.jpg","train/labels/uaemmn_pos_train_000292.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191117_052815_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000293.jpg","train/labels/uaemmn_pos_train_000293.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191112_060236_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000294.jpg","train/labels/uaemmn_pos_train_000294.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200113_041057_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000295.jpg","train/labels/uaemmn_pos_train_000295.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191203_193352_SCASS_C7P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000296.jpg","train/labels/uaemmn_pos_train_000296.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220913_005759_YAHER_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000297.jpg","train/labels/uaemmn_pos_train_000297.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211220_020945_YAHER_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000298.jpg","train/labels/uaemmn_pos_train_000298.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190922_003022_Home_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000299.jpg","train/labels/uaemmn_pos_train_000299.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191209_040529_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000300.jpg","train/labels/uaemmn_pos_train_000300.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191003_224029_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000301.jpg","train/labels/uaemmn_pos_train_000301.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20201208_050838_Liwa_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000302.jpg","train/labels/uaemmn_pos_train_000302.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191016_044420_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000303.jpg","train/labels/uaemmn_pos_train_000303.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191122_030636_SCASS_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000304.jpg","train/labels/uaemmn_pos_train_000304.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20201011_004913_Liwa_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000305.jpg","train/labels/uaemmn_pos_train_000305.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191207_011012_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000306.jpg","train/labels/uaemmn_pos_train_000306.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190915_011256_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000307.jpg","train/labels/uaemmn_pos_train_000307.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210421_003944_Liwa_C02P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000308.jpg","train/labels/uaemmn_pos_train_000308.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191124_020632_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000309.jpg","train/labels/uaemmn_pos_train_000309.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220107_020438_Liwa_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000310.jpg","train/labels/uaemmn_pos_train_000310.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191011_053132_SCASS_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000311.jpg","train/labels/uaemmn_pos_train_000311.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210420_010616_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000312.jpg","train/labels/uaemmn_pos_train_000312.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190922_010956_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000313.jpg","train/labels/uaemmn_pos_train_000313.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191004_222320_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000314.jpg","train/labels/uaemmn_pos_train_000314.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211218_043929_Liwa_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000315.jpg","train/labels/uaemmn_pos_train_000315.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_005237_Home_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000316.jpg","train/labels/uaemmn_pos_train_000316.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191122_055137_SCASS_C12P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000317.jpg","train/labels/uaemmn_pos_train_000317.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191122_055137_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000318.jpg","train/labels/uaemmn_pos_train_000318.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191212_002302_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000319.jpg","train/labels/uaemmn_pos_train_000319.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210421_010914_Liwa_C01P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000320.jpg","train/labels/uaemmn_pos_train_000320.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191114_234313_SCASS_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000321.jpg","train/labels/uaemmn_pos_train_000321.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191113_222801_SCASS_C9P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000322.jpg","train/labels/uaemmn_pos_train_000322.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191125_011654_Home_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000323.jpg","train/labels/uaemmn_pos_train_000323.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191129_043055_SCASS_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000324.jpg","train/labels/uaemmn_pos_train_000324.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191215_050135_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000325.jpg","train/labels/uaemmn_pos_train_000325.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191109_033413_SCASS_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000326.jpg","train/labels/uaemmn_pos_train_000326.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191231_032331_Home_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000327.jpg","train/labels/uaemmn_pos_train_000327.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_232501_Liwa_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000328.jpg","train/labels/uaemmn_pos_train_000328.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191126_024610_SCASS_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000329.jpg","train/labels/uaemmn_pos_train_000329.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211209_054941_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000330.jpg","train/labels/uaemmn_pos_train_000330.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191012_013443_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000331.jpg","train/labels/uaemmn_pos_train_000331.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191021_230419_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000332.jpg","train/labels/uaemmn_pos_train_000332.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_222325_YAHER_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000333.jpg","train/labels/uaemmn_pos_train_000333.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191015_205030_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000334.jpg","train/labels/uaemmn_pos_train_000334.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191214_215801_Home_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000335.jpg","train/labels/uaemmn_pos_train_000335.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211215_012305_YAHER_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000336.jpg","train/labels/uaemmn_pos_train_000336.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191130_041529_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000337.jpg","train/labels/uaemmn_pos_train_000337.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_012845_Liwa_C02P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000338.jpg","train/labels/uaemmn_pos_train_000338.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200103_203116_YAHER_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000339.jpg","train/labels/uaemmn_pos_train_000339.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191118_013042_Home_C12P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000340.jpg","train/labels/uaemmn_pos_train_000340.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191128_044228_SCASS_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000341.jpg","train/labels/uaemmn_pos_train_000341.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190916_225324_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000342.jpg","train/labels/uaemmn_pos_train_000342.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200107_031428_YAHER_C9P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000343.jpg","train/labels/uaemmn_pos_train_000343.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190926_040700_SCASS_C6S.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000344.jpg","train/labels/uaemmn_pos_train_000344.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220116_002300_YAHER_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000345.jpg","train/labels/uaemmn_pos_train_000345.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210408_194307_Liwa_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000346.jpg","train/labels/uaemmn_pos_train_000346.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190910_050439_SCASS_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000347.jpg","train/labels/uaemmn_pos_train_000347.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_045600_Home_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000348.jpg","train/labels/uaemmn_pos_train_000348.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210421_034029_Liwa_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000349.jpg","train/labels/uaemmn_pos_train_000349.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220211_054735_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000350.jpg","train/labels/uaemmn_pos_train_000350.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220108_030349_YAHER_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000351.jpg","train/labels/uaemmn_pos_train_000351.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211130_024100_YAHER_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000352.jpg","train/labels/uaemmn_pos_train_000352.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_050804_Home_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000353.jpg","train/labels/uaemmn_pos_train_000353.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220220_045214_Liwa_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000354.jpg","train/labels/uaemmn_pos_train_000354.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191112_204019_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000355.jpg","train/labels/uaemmn_pos_train_000355.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190921_195602_SCASS_C7P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000356.jpg","train/labels/uaemmn_pos_train_000356.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191115_043522_SCASS_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000357.jpg","train/labels/uaemmn_pos_train_000357.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220209_050836_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000358.jpg","train/labels/uaemmn_pos_train_000358.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200131_032123_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000359.jpg","train/labels/uaemmn_pos_train_000359.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191129_025351_SCASS_C7P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000360.jpg","train/labels/uaemmn_pos_train_000360.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191223_022036_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000361.jpg","train/labels/uaemmn_pos_train_000361.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220107_194217_Liwa_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000362.jpg","train/labels/uaemmn_pos_train_000362.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191205_055839_SCASS_C14P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000363.jpg","train/labels/uaemmn_pos_train_000363.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_215634_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000364.jpg","train/labels/uaemmn_pos_train_000364.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190814_043743_Home_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000365.jpg","train/labels/uaemmn_pos_train_000365.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220112_192648_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000366.jpg","train/labels/uaemmn_pos_train_000366.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20210407_215825_Liwa_C0P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000367.jpg","train/labels/uaemmn_pos_train_000367.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_014346_Home_C8P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000368.jpg","train/labels/uaemmn_pos_train_000368.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191026_040743_Home_C5P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000369.jpg","train/labels/uaemmn_pos_train_000369.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200122_024647_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000370.jpg","train/labels/uaemmn_pos_train_000370.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191130_052023_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000371.jpg","train/labels/uaemmn_pos_train_000371.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191007_040729_SCASS_C1P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000372.jpg","train/labels/uaemmn_pos_train_000372.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211213_212735_Home_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000373.jpg","train/labels/uaemmn_pos_train_000373.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20190929_040705_SCASS_C6S.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000374.jpg","train/labels/uaemmn_pos_train_000374.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211220_055536_Liwa_C15P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000375.jpg","train/labels/uaemmn_pos_train_000375.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191010_000630_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000376.jpg","train/labels/uaemmn_pos_train_000376.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_012531_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000377.jpg","train/labels/uaemmn_pos_train_000377.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20220206_054341_Liwa_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000378.jpg","train/labels/uaemmn_pos_train_000378.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191016_220512_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000379.jpg","train/labels/uaemmn_pos_train_000379.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191122_234321_Home_C3P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000380.jpg","train/labels/uaemmn_pos_train_000380.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191028_041708_SCASS_C9P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000381.jpg","train/labels/uaemmn_pos_train_000381.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191221_045613_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000382.jpg","train/labels/uaemmn_pos_train_000382.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200121_000526_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000383.jpg","train/labels/uaemmn_pos_train_000383.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191215_000305_Home_C11P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000384.jpg","train/labels/uaemmn_pos_train_000384.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200114_045041_SCASS_C4P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000385.jpg","train/labels/uaemmn_pos_train_000385.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200109_013201_YAHER_C6P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000386.jpg","train/labels/uaemmn_pos_train_000386.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191123_052542_SCASS_C2P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000387.jpg","train/labels/uaemmn_pos_train_000387.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191126_025657_SCASS_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000388.jpg","train/labels/uaemmn_pos_train_000388.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191129_043112_SCASS_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000389.jpg","train/labels/uaemmn_pos_train_000389.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191202_055127_SCASS_C16P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000390.jpg","train/labels/uaemmn_pos_train_000390.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191004_053755_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000391.jpg","train/labels/uaemmn_pos_train_000391.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20191221_025830_Home_C10P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000392.jpg","train/labels/uaemmn_pos_train_000392.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20200214_213646_Liwa_C13P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000393.jpg","train/labels/uaemmn_pos_train_000393.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_201104_Liwa_C04P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000394.jpg","train/labels/uaemmn_pos_train_000394.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211214_040010_Liwa_C02P.jpg","42"
"train","meteor","train/images/uaemmn_pos_train_000395.jpg","train/labels/uaemmn_pos_train_000395.txt","AlowaisEtAl_Meteord_Detection_YOLO/YOLO_UAEMMN_METEORS/M20211224_003730_Home_C11P.jpg","42"
